resistance,temp_c
10000.429,27.765
10000.429,27.752
10000.429,27.748
10000.429,27.745
10000.429,27.751
10000.429,27.734
10000.429,27.733
10000.429,27.719
10000.429,27.726
10000.429,27.708
10000.429,27.708
10000.429,27.717
10000.429,27.709
10000.427,27.698
10000.427,27.698
10000.427,27.699
10000.427,27.694
10000.427,27.688
10000.427,27.674
10000.427,27.684
10000.427,27.683
10000.427,27.684
10000.427,27.673
10000.427,27.659
10000.427,27.67
10000.427,27.671
10000.429,27.667
10000.429,27.659
10000.429,27.652
10000.429,27.657
10000.429,27.639
10000.429,27.644
10000.429,27.642
10000.429,27.634
10000.429,27.635
10000.429,27.624
10000.429,27.623
10000.429,27.628
10000.429,27.613
10000.429,27.618
10000.427,27.596
10000.427,27.604
10000.427,27.595
10000.427,27.595
10000.427,27.591
10000.427,27.596
10000.427,27.589
10000.427,27.588
10000.427,27.588
10000.427,27.586
10000.427,27.571
10000.427,27.568
10000.427,27.574
10000.428,27.564
10000.428,27.557
10000.428,27.55
10000.428,27.549
10000.428,27.556
10000.428,27.542
10000.428,27.546
10000.428,27.54
10000.428,27.54
10000.428,27.539
10000.428,27.528
10000.428,27.526
10000.428,27.517
10000.428,27.514
10000.428,27.51
10000.428,27.517
10000.428,27.508
10000.428,27.499
10000.428,27.492
10000.428,27.504
10000.428,27.497
10000.428,27.489
10000.428,27.486
10000.428,27.482
10000.428,27.476
10000.428,27.471
10000.428,27.478
10000.427,27.469
10000.427,27.462
10000.427,27.46
10000.427,27.448
10000.427,27.454
10000.427,27.444
10000.427,27.453
10000.427,27.462
10000.427,27.453
10000.427,27.441
10000.427,27.439
10000.427,27.435
10000.427,27.426
10000.427,27.422
10000.427,27.411
10000.427,27.426
10000.427,27.414
10000.427,27.409
10000.427,27.409
10000.427,27.411
10000.427,27.394
10000.427,27.397
10000.427,27.407
10000.427,27.393
10000.427,27.39
10000.427,27.391
10000.427,27.379
10000.425,27.372
10000.425,27.364
10000.425,27.369
10000.425,27.368
10000.425,27.364
10000.425,27.362
10000.425,27.355
10000.425,27.34
10000.425,27.354
10000.425,27.341
10000.425,27.345
10000.425,27.348
10000.425,27.347
10000.424,27.339
10000.424,27.332
10000.424,27.33
10000.424,27.322
10000.424,27.33
10000.424,27.323
10000.424,27.312
10000.424,27.313
10000.424,27.315
10000.424,27.302
10000.424,27.298
10000.424,27.291
10000.424,27.295
10000.424,27.293
10000.423,27.295
10000.423,27.281
10000.423,27.28
10000.423,27.288
10000.423,27.272
10000.423,27.272
10000.423,27.266
10000.423,27.262
10000.423,27.256
10000.423,27.254
10000.423,27.247
10000.423,27.231
10000.423,27.258
10000.425,27.241
10000.425,27.231
10000.425,27.229
10000.425,27.237
10000.425,27.233
10000.425,27.234
10000.425,27.236
10000.425,27.222
10000.425,27.209
10000.425,27.219
10000.425,27.216
10000.425,27.204
10000.425,27.198
10000.425,27.197
10000.424,27.195
10000.424,27.194
10000.424,27.197
10000.424,27.173
10000.424,27.186
10000.424,27.176
10000.424,27.177
10000.424,27.18
10000.424,27.18
10000.424,27.165
10000.424,27.169
10000.424,27.168
10000.424,27.149
10000.424,27.148
10000.424,27.155
10000.424,27.144
10000.424,27.155
10000.424,27.144
10000.424,27.151
10000.424,27.131
10000.424,27.14
10000.424,27.138
10000.424,27.133
10000.424,27.125
10000.424,27.118
10000.424,27.116
10000.422,27.116
10000.422,27.098
10000.422,27.116
10000.422,27.097
10000.422,27.111
10000.422,27.102
10000.422,27.09
10000.422,27.084
10000.422,27.081
10000.422,27.087
10000.422,27.086
10000.422,27.086
10000.422,27.069
10000.422,27.075
10000.422,27.059
10000.422,27.069
10000.422,27.063
10000.422,27.066
10000.422,27.063
10000.422,27.057
10000.422,27.065
10000.422,27.059
10000.422,27.05
10000.422,27.043
10000.422,27.043
10000.422,27.026
10000.422,27.023
10000.42,27.03
10000.42,27.038
10000.42,27.027
10000.42,27.019
10000.42,27.013
10000.42,27.015
10000.42,27.02
10000.42,27.011
10000.42,27.005
10000.42,27.004
10000.42,27.001
10000.42,26.98
10000.42,26.984
10000.42,26.989
10000.421,26.983
10000.421,26.982
10000.421,26.98
10000.421,26.975
10000.421,26.964
10000.421,26.982
10000.421,26.957
10000.421,26.968
10000.421,26.959
10000.421,26.961
10000.421,26.958
10000.421,26.946
10000.421,26.936
10000.42,26.958
10000.42,26.947
10000.42,26.941
10000.42,26.939
10000.42,26.93
10000.42,26.93
10000.42,26.914
10000.42,26.926
10000.42,26.918
10000.42,26.915
10000.42,26.921
10000.42,26.911
10000.42,26.907
10000.419,26.914
10000.419,26.904
10000.419,26.911
10000.419,26.9
10000.419,26.893
10000.419,26.893
10000.419,26.894
10000.419,26.904
10000.419,26.871
10000.419,26.88
10000.419,26.887
10000.419,26.868
10000.419,26.868
10000.419,26.869
10000.417,26.858
10000.417,26.857
10000.417,26.864
10000.417,26.86
10000.417,26.855
10000.417,26.84
10000.417,26.86
10000.417,26.842
10000.417,26.833
10000.417,26.846
10000.417,26.833
10000.417,26.837
10000.417,26.832
10000.419,26.829
10000.419,26.821
10000.419,26.813
10000.419,26.807
10000.419,26.81
10000.419,26.814
10000.419,26.804
10000.419,26.801
10000.419,26.788
10000.419,26.796
10000.419,26.789
10000.419,26.789
10000.419,26.786
10000.419,26.764
10000.418,26.782
10000.418,26.782
10000.418,26.778
10000.418,26.768
10000.418,26.768
10000.418,26.772
10000.418,26.759
10000.418,26.756
10000.418,26.761
10000.418,26.75
10000.418,26.76
10000.418,26.749
10000.418,26.747
10000.417,26.743
10000.417,26.738
10000.417,26.732
10000.417,26.735
10000.417,26.734
10000.417,26.728
10000.417,26.73
10000.417,26.738
10000.417,26.725
10000.417,26.72
10000.417,26.709
10000.417,26.707
10000.417,26.709
10000.417,26.71
10000.417,26.706
10000.417,26.716
10000.417,26.698
10000.417,26.709
10000.417,26.696
10000.417,26.688
10000.417,26.688
10000.417,26.688
10000.417,26.682
10000.417,26.67
10000.417,26.681
10000.417,26.667
10000.417,26.667
10000.416,26.67
10000.416,26.663
10000.416,26.666
10000.416,26.665
10000.416,26.665
10000.416,26.658
10000.416,26.655
10000.416,26.637
10000.416,26.638
10000.416,26.649
10000.416,26.64
10000.416,26.635
10000.416,26.634
10000.416,26.622
10000.416,26.633
10000.416,26.617
10000.416,26.623
10000.416,26.615
10000.416,26.616
10000.416,26.619
10000.416,26.613
10000.416,26.604
10000.416,26.63
10000.416,26.608
10000.416,26.605
10000.416,26.612
10000.416,26.58
10000.416,26.604
10000.416,26.604
10000.416,26.602
10000.416,26.595
10000.416,26.58
10000.416,26.587
10000.416,26.576
10000.416,26.576
10000.416,26.571
10000.416,26.576
10000.416,26.573
10000.416,26.554
10000.416,26.557
10000.417,26.553
10000.417,26.562
10000.417,26.564
10000.417,26.542
10000.417,26.544
10000.417,26.548
10000.417,26.54
10000.417,26.528
10000.417,26.544
10000.417,26.53
10000.417,26.528
10000.417,26.524
10000.417,26.525
10000.417,26.528
10000.415,26.525
10000.415,26.51
10000.415,26.513
10000.415,26.507
10000.415,26.517
10000.415,26.507
10000.415,26.497
10000.415,26.495
10000.415,26.503
10000.415,26.497
10000.415,26.496
10000.415,26.49
10000.415,26.489
10000.413,26.474
10000.413,26.477
10000.413,26.49
10000.413,26.488
10000.413,26.471
10000.413,26.472
10000.413,26.482
10000.413,26.463
10000.413,26.47
10000.413,26.461
10000.413,26.448
10000.413,26.456
10000.413,26.448
10000.414,26.446
10000.414,26.454
10000.414,26.437
10000.414,26.434
10000.414,26.434
10000.414,26.441
10000.414,26.442
10000.414,26.442
10000.414,26.438
10000.414,26.428
10000.414,26.43
10000.414,26.421
10000.414,26.419
10000.414,26.419
10000.415,26.408
10000.415,26.403
10000.415,26.399
10000.415,26.405
10000.415,26.41
10000.415,26.401
10000.415,26.399
10000.415,26.402
10000.415,26.394
10000.415,26.391
10000.415,26.387
10000.415,26.391
10000.415,26.388
10000.412,26.376
10000.412,26.38
10000.412,26.385
10000.412,26.37
10000.412,26.368
10000.412,26.374
10000.412,26.372
10000.412,26.363
10000.412,26.369
10000.412,26.355
10000.412,26.357
10000.412,26.358
10000.412,26.348
10000.412,26.352
10000.413,26.368
10000.413,26.343
10000.413,26.348
10000.413,26.344
10000.413,26.341
10000.413,26.348
10000.413,26.332
10000.413,26.332
10000.413,26.319
10000.413,26.323
10000.413,26.317
10000.413,26.322
10000.413,26.317
10000.414,26.321
10000.414,26.303
10000.414,26.312
10000.414,26.3
10000.414,26.31
10000.414,26.31
10000.414,26.318
10000.414,26.289
10000.414,26.303
10000.414,26.293
10000.414,26.297
10000.414,26.288
10000.414,26.275
10000.414,26.288
10000.412,26.288
10000.412,26.281
10000.412,26.272
10000.412,26.289
10000.412,26.267
10000.412,26.268
10000.412,26.263
10000.412,26.261
10000.412,26.261
10000.412,26.241
10000.412,26.267
10000.412,26.257
10000.412,26.249
10000.41,26.246
10000.41,26.256
10000.41,26.237
10000.41,26.243
10000.41,26.252
10000.41,26.238
10000.41,26.241
10000.41,26.239
10000.41,26.232
10000.41,26.22
10000.41,26.227
10000.41,26.23
10000.41,26.227
10000.414,26.217
10000.414,26.209
10000.414,26.213
10000.414,26.219
10000.414,26.213
10000.414,26.204
10000.414,26.208
10000.414,26.191
10000.414,26.184
10000.414,26.197
10000.414,26.188
10000.414,26.19
10000.414,26.195
10000.414,26.18
10000.411,26.193
10000.411,26.184
10000.411,26.184
10000.411,26.181
10000.411,26.17
10000.411,26.176
10000.411,26.17
10000.411,26.165
10000.411,26.17
10000.411,26.161
10000.411,26.157
10000.411,26.162
10000.411,26.157
10000.41,26.162
10000.41,26.158
10000.41,26.137
10000.41,26.146
10000.41,26.155
10000.41,26.148
10000.41,26.139
10000.41,26.128
10000.41,26.125
10000.41,26.133
10000.41,26.126
10000.41,26.142
10000.41,26.113
10000.41,26.113
10000.412,26.124
10000.412,26.117
10000.412,26.108
10000.412,26.104
10000.412,26.106
10000.412,26.113
10000.412,26.1
10000.412,26.12
10000.412,26.092
10000.412,26.104
10000.412,26.103
10000.412,26.082
10000.412,26.095
10000.411,26.091
10000.411,26.07
10000.411,26.086
10000.411,26.1
10000.411,26.077
10000.411,26.088
10000.411,26.088
10000.411,26.073
10000.411,26.086
10000.411,26.069
10000.411,26.07
10000.411,26.06
10000.411,26.064
10000.411,26.055
10000.411,26.056
10000.411,26.051
10000.411,26.055
10000.411,26.044
10000.411,26.048
10000.411,26.034
10000.411,26.036
10000.411,26.04
10000.411,26.045
10000.411,26.033
10000.411,26.026
10000.411,26.029
10000.411,26.03
10000.409,26.034
10000.409,26.019
10000.409,26.02
10000.409,26.012
10000.409,26.018
10000.409,26.011
10000.409,26.012
10000.409,26.007
10000.409,26.009
10000.409,26.008
10000.409,25.993
10000.409,25.987
10000.409,25.985
10000.409,25.992
10000.409,26.003
10000.409,26.005
10000.409,25.976
10000.409,25.987
10000.409,25.989
10000.409,25.987
10000.409,25.99
10000.409,25.996
10000.409,25.986
10000.409,25.983
10000.409,25.971
10000.409,25.987
10000.409,25.978
10000.409,25.99
10000.409,25.981
10000.409,25.976
10000.409,25.979
10000.409,25.979
10000.409,25.971
10000.409,25.982
10000.409,25.989
10000.409,25.996
10000.409,25.993
10000.409,25.998
10000.409,25.994
10000.409,25.985
10000.408,25.99
10000.408,25.99
10000.408,25.986
10000.408,25.979
10000.408,25.987
10000.408,25.982
10000.408,25.976
10000.408,25.992
10000.408,25.982
10000.408,25.97
10000.408,25.981
10000.408,25.975
10000.408,25.972
10000.408,25.987
10000.408,25.981
10000.408,25.985
10000.408,25.979
10000.408,25.975
10000.408,25.974
10000.408,25.978
10000.408,25.978
10000.408,25.979
10000.408,25.99
10000.408,25.989
10000.408,25.978
10000.408,25.976
10000.408,25.978
10000.408,25.971
10000.408,25.993
10000.408,25.981
10000.408,25.971
10000.408,25.992
10000.408,25.992
10000.408,25.97
10000.408,25.975
10000.408,25.979
10000.408,25.981
10000.408,25.978
10000.408,25.985
10000.408,25.979
10000.407,25.986
10000.407,25.989
10000.407,25.981
10000.407,25.99
10000.407,25.986
10000.407,25.976
10000.407,25.99
10000.407,25.992
10000.407,25.979
10000.407,25.989
10000.407,25.985
10000.407,25.986
10000.407,25.979
10000.407,25.993
10000.406,25.97
10000.406,25.979
10000.406,25.979
10000.406,25.981
10000.406,25.981
10000.406,25.968
10000.406,25.982
10000.406,25.976
10000.406,25.99
10000.406,25.987
10000.406,25.979
10000.406,25.981
10000.406,25.981
10000.406,25.986
10000.406,25.985
10000.406,25.981
10000.406,25.976
10000.406,25.989
10000.406,25.992
10000.406,25.996
10000.406,25.978
10000.406,25.997
10000.406,25.987
10000.406,25.982
10000.406,25.968
10000.406,25.985
10000.406,25.979
10000.408,25.975
10000.408,25.978
10000.408,25.961
10000.408,25.989
10000.408,25.99
10000.408,25.983
10000.408,25.983
10000.408,25.979
10000.408,25.978
10000.408,26.003
10000.408,25.982
10000.408,25.976
10000.408,25.993
10000.408,25.987
10000.408,25.997
10000.408,26.001
10000.408,25.982
10000.408,25.994
10000.408,25.998
10000.408,25.975
10000.408,25.997
10000.408,25.989
10000.408,25.996
10000.408,25.978
10000.408,25.978
10000.408,25.983
10000.408,25.986
10000.408,25.976
10000.408,25.971
10000.408,25.992
10000.408,25.993
10000.408,25.975
10000.408,25.976
10000.408,25.992
10000.408,25.979
10000.408,25.976
10000.408,25.982
10000.408,25.981
10000.408,25.983
10000.408,25.987
10000.408,25.992
10000.408,25.986
10000.408,25.983
10000.408,25.975
10000.408,25.986
10000.408,25.985
10000.408,26.001
10000.408,26.007
10000.408,25.987
10000.408,25.99
10000.408,25.992
10000.408,25.978
10000.408,25.994
10000.406,25.996
10000.406,25.981
10000.406,25.975
10000.406,25.985
10000.406,25.981
10000.406,25.985
10000.406,25.983
10000.406,25.989
10000.406,25.998
10000.406,25.992
10000.406,25.994
10000.406,25.994
10000.406,25.989
10000.406,25.975
10000.407,25.997
10000.407,25.989
10000.407,25.993
10000.407,25.985
10000.407,25.975
10000.407,25.981
10000.407,25.979
10000.407,25.974
10000.407,25.978
10000.407,25.979
10000.407,25.981
10000.407,25.976
10000.407,25.998
10000.406,25.996
10000.406,25.996
10000.406,25.994
10000.406,25.99
10000.406,26.001
10000.406,25.994
10000.406,25.992
10000.406,25.998
10000.406,25.994
10000.406,25.994
10000.406,25.982
10000.406,25.994
10000.406,25.983
10000.406,25.986
10000.408,25.986
10000.408,25.997
10000.408,25.99
10000.408,25.985
10000.408,25.983
10000.408,25.982
10000.408,25.996
10000.408,25.99
10000.408,25.993
10000.408,25.993
10000.408,25.978
10000.408,25.993
10000.408,25.979
10000.409,25.974
10000.409,25.987
10000.409,25.99
10000.409,25.989
10000.409,25.986
10000.409,25.998
10000.409,25.997
10000.409,26.001
10000.409,25.998
10000.409,25.996
10000.409,25.998
10000.409,25.989
10000.409,25.982
10000.407,26.005
10000.407,25.998
10000.407,25.983
10000.407,26.0
10000.407,25.99
10000.407,25.983
10000.407,25.992
10000.407,25.993
10000.407,25.982
10000.407,25.998
10000.407,25.993
10000.407,25.985
10000.407,26.005
10000.407,25.979
10000.408,25.975
10000.408,25.978
10000.408,25.978
10000.408,25.986
10000.408,25.978
10000.408,25.992
10000.408,25.993
10000.408,25.993
10000.408,25.99
10000.408,25.993
10000.408,25.993
10000.408,25.989
10000.408,25.997
10000.408,26.004
10000.408,25.992
10000.408,26.005
10000.408,26.001
10000.408,26.004
10000.408,25.99
10000.408,25.993
10000.408,25.993
10000.408,25.997
10000.408,25.99
10000.408,25.994
10000.408,25.983
10000.408,25.99
10000.408,25.978
10000.407,26.0
10000.407,25.976
10000.407,26.007
10000.407,25.998
10000.407,26.001
10000.407,25.993
10000.407,25.99
10000.407,25.987
10000.407,25.982
10000.407,25.99
10000.407,25.989
10000.407,25.993
10000.407,26.0
10000.408,25.987
10000.408,26.0
10000.408,25.997
10000.408,26.009
10000.408,25.998
10000.408,25.989
10000.408,26.0
10000.408,26.003
10000.408,26.003
10000.408,25.987
10000.408,25.985
10000.408,25.982
10000.408,25.985
10000.407,25.996
10000.407,25.989
10000.407,25.981
10000.407,25.996
10000.407,26.011
10000.407,25.985
10000.407,25.998
10000.407,26.0
10000.407,25.994
10000.407,26.001
10000.407,26.004
10000.407,25.992
10000.407,25.994
10000.407,25.992
10000.406,26.001
10000.406,25.989
10000.406,25.994
10000.406,25.987
10000.406,25.994
10000.406,25.986
10000.406,25.989
10000.406,25.998
10000.406,25.994
10000.406,25.993
10000.406,26.005
10000.406,25.992
10000.406,26.0
10000.407,25.989
10000.407,25.992
10000.407,26.0
10000.407,25.989
10000.407,25.998
10000.407,26.0
10000.407,25.998
10000.407,25.983
10000.407,26.001
10000.407,26.001
10000.407,25.989
10000.407,26.001
10000.407,26.005
10000.407,25.983
10000.407,25.996
10000.407,25.992
10000.407,25.986
10000.407,25.99
10000.407,25.994
10000.407,25.998
10000.407,25.983
10000.407,25.993
10000.407,25.986
10000.407,25.99
10000.407,25.996
10000.407,25.982
10000.407,25.989
10000.408,26.008
10000.408,25.981
10000.408,26.005
10000.408,25.996
10000.408,26.004
10000.408,26.011
10000.408,25.986
10000.408,25.996
10000.408,25.992
10000.408,26.014
10000.408,25.987
10000.408,26.0
10000.408,26.0
10000.408,26.009
10000.408,25.996
10000.408,25.994
10000.408,26.003
10000.408,25.989
10000.408,25.987
10000.408,25.99
10000.408,25.996
10000.408,25.992
10000.408,25.992
10000.408,25.986
10000.408,25.989
10000.408,25.997
10000.408,25.99
10000.408,25.992
10000.408,25.986
10000.408,26.011
10000.408,26.001
10000.408,26.007
10000.408,26.001
10000.408,25.996
10000.408,26.003
10000.408,25.998
10000.408,25.997
10000.408,25.993
10000.408,25.989
10000.408,25.986
10000.408,25.994
10000.408,25.997
10000.408,26.003
10000.408,25.989
10000.408,25.99
10000.408,25.992
10000.408,26.003
10000.408,25.99
10000.408,25.997
10000.408,25.997
10000.408,26.0
10000.408,26.001
10000.408,26.009
10000.408,26.003
10000.409,25.998
10000.409,26.014
10000.409,25.994
10000.409,25.994
10000.409,25.997
10000.409,26.004
10000.409,26.02
10000.409,25.983
10000.409,26.001
10000.409,25.989
10000.409,25.987
10000.409,25.997
10000.409,26.003
10000.407,26.005
10000.407,26.005
10000.407,25.992
10000.407,25.983
10000.407,25.994
10000.407,25.985
10000.407,25.989
10000.407,25.998
10000.407,25.987
10000.407,25.979
10000.407,25.99
10000.407,25.997
10000.407,25.994
10000.407,25.983
10000.409,26.005
10000.409,26.0
10000.409,25.998
10000.409,25.997
10000.409,26.008
10000.409,25.998
10000.409,26.001
10000.409,25.992
10000.409,25.996
10000.409,26.0
10000.409,26.004
10000.409,25.998
10000.409,25.998
10000.406,25.996
10000.406,25.99
10000.406,26.003
10000.406,26.011
10000.406,25.994
10000.406,26.011
10000.406,26.005
10000.406,25.994
10000.406,25.989
10000.406,25.994
10000.406,26.008
10000.406,26.0
10000.406,25.993
10000.406,26.0
10000.408,25.992
10000.408,25.992
10000.408,25.987
10000.408,26.004
10000.408,25.989
10000.408,25.986
10000.408,26.008
10000.408,26.005
10000.408,26.007
10000.408,26.007
10000.408,25.997
10000.408,25.997
10000.408,25.996
10000.407,26.0
10000.407,25.985
10000.407,25.99
10000.407,25.993
10000.407,25.997
10000.407,25.99
10000.407,26.018
